Date,Open,High,Low,Close,Volume
9/18/2015,439.225006,449.75,438.575012,447.700012,15663184
9/21/2015,440,444.100006,438.024994,439.049988,5820728
9/22/2015,440,442.450012,422.25,423.950012,7198324
9/23/2015,421.5,428.399994,420,425.174988,6958648
9/24/2015,424,424,417.375,418.674988,13293018
9/28/2015,419.899994,420.450012,414.350006,417.125,5314394
9/29/2015,415,425.125,413.049988,420.375,7247674
9/30/2015,425.5,432.399994,419.25,431.149994,7905330
10/1/2015,436.975006,436.975006,429.299988,432.350006,3960612
10/5/2015,431.399994,445,430.924988,444,7321708
10/6/2015,447.825012,450.25,442.875,449.024994,5636996
10/7/2015,447.350006,459.024994,445.5,456.899994,5264358
10/8/2015,457.450012,457.450012,443.125,444.549988,4915978
10/9/2015,447.024994,452.725006,440.75,443.674988,4264390
10/12/2015,444,450.799988,444,445.875,2840098
10/13/2015,442.524994,448.149994,441.450012,446.799988,2817316
10/14/2015,447.899994,452.5,446.975006,451.475006,3658514
10/15/2015,453.850006,455.5,450.049988,451.850006,4136660
10/16/2015,452.25,457.399994,451.850006,457.399994,6970386
10/19/2015,470.5,482.75,470.5,481.75,15317750
10/20/2015,482.5,483.350006,476.5,478.350006,8271006
10/21/2015,477.75,487.399994,476.5,477.5,6585230
10/23/2015,481.975006,486.524994,470.575012,477.825012,5556136
10/26/2015,480.950012,481.5,470.649994,471.424988,5000840
10/27/2015,469.399994,474.125,468.700012,469.774994,5303952
10/28/2015,468.450012,472.450012,464.950012,468.475006,5467128
10/29/2015,468,472.5,467.475006,470.5,6071344
10/30/2015,471.049988,477.950012,470.049988,473.850006,6110650
11/2/2015,474.5,480.75,472.600006,479.899994,3301676
11/3/2015,481.625,485.225006,480.625,483.600006,5199592
11/4/2015,484,487.5,473.100006,475.649994,4586836
11/5/2015,474.5,475.5,466.5,468.299988,4922518
11/6/2015,469.725006,477.375,468.950012,476.200012,3825198
11/9/2015,466.75,482.5,461.725006,480.625,7786320
11/10/2015,478.5,479.75,458.149994,461.375,5251122
11/13/2015,457.524994,469.274994,457.25,466.524994,6255098
11/16/2015,463,471,462.375,467.149994,7015926
11/17/2015,469.024994,469.450012,463.100006,463.875,3926210
11/18/2015,463.799988,465.649994,454.975006,456,5142766
11/19/2015,459.450012,469.350006,458.625,467.375,5569752
11/20/2015,467,476.399994,462.774994,473.424988,5167930
11/23/2015,475,478.950012,473.100006,476.875,4800026
11/24/2015,476.5,485.799988,475.524994,483.850006,6768886
11/26/2015,485.5,495.975006,484.125,494.325012,10883224
11/27/2015,494.5,496.25,487.049988,489.524994,4979394
11/30/2015,489.25,492.200012,481.149994,483.549988,13678054
12/1/2015,482,489.399994,480.625,482.950012,5934650
12/2/2015,483.125,489.850006,482.25,488.975006,3462408
12/3/2015,487.450012,494.475006,487.049988,488.600006,5194048
12/4/2015,486.149994,488.100006,480.700012,482.725006,6146002
12/7/2015,482.725006,486.5,474.875,476.024994,6621556
12/8/2015,474.450012,476.799988,468.049988,470.450012,3443452
12/9/2015,468.100006,471.725006,456.424988,457.950012,4194236
12/10/2015,461.25,476.899994,460,475.174988,8499730
12/11/2015,475.875,479.5,471.450012,476.475006,8300090
12/14/2015,473.799988,481.75,473,477.549988,4829460
12/15/2015,478.5,488.975006,476.825012,487.950012,7186122
12/16/2015,487.950012,493.774994,486.75,489.325012,5530496
12/17/2015,490.024994,507.5,489,504.850006,8854870
12/18/2015,501.899994,504.5,495,495.950012,7322040
12/21/2015,493.950012,499.5,492.174988,496.049988,5637670
12/22/2015,496.399994,501.299988,492,493.649994,5293656
12/23/2015,495.899994,503.450012,495,501.899994,5906346
12/24/2015,501.950012,503.600006,498.149994,500.274994,5441138
12/28/2015,500.299988,506.875,500,505.200012,5891016
12/29/2015,505.200012,509.350006,503.575012,507.700012,6818120
12/30/2015,507.5,508,501,502.25,3726642
12/31/2015,501.700012,509.850006,499.549988,507.299988,8450132
1/1/2016,504.899994,509.450012,504.100006,507.674988,2476270
1/4/2016,502.5,506.899994,493.350006,497.649994,13793142
1/5/2016,500.149994,505,498.5,502.575012,6832918
1/6/2016,503.799988,519.200012,500.200012,516.099976,12233710
1/7/2016,510.524994,514,504.024994,506.625,9024438
1/8/2016,510,516.450012,508.350006,512.875,9743678
1/11/2016,507.975006,530.400024,505.5,525.799988,13265342
1/12/2016,527.5,532.700012,520.549988,522.724976,10685522
1/13/2016,526.549988,544.875,523.599976,538.424988,32825622
1/14/2016,531.924988,540.5,526.525024,530.825012,12719826
1/15/2016,534.875,544.75,532.799988,536.650024,13151450
1/18/2016,537.5,541.974976,504.049988,508.424988,12459918
1/19/2016,514.5,524.900024,507.049988,521.799988,9824192
1/20/2016,517.450012,517.450012,495,502.274994,20624706
1/21/2016,508.774994,512.875,488.350006,492.100006,14523544
1/22/2016,497.024994,505.5,497.024994,502.075012,10826910
1/25/2016,505,509.375,500,501.975006,5988680
1/27/2016,504.049988,505,498.475006,499.674988,7886590
1/28/2016,500.5,510.899994,498.549988,508.450012,10548946
1/29/2016,509.475006,520,509,517.700012,8767154
2/1/2016,519.974976,520.900024,512.775024,515.150024,4534546
2/2/2016,515.150024,516.400024,495.25,500.575012,6752932
2/3/2016,494,497,487.5,490.700012,7173616
2/4/2016,494,500.5,482.850006,486.524994,8322158
2/5/2016,489.549988,491,480.700012,485.450012,9599764
2/8/2016,485.549988,492.399994,478.975006,480.524994,5521706
2/9/2016,476.450012,484.399994,475,478.75,8962058
2/10/2016,475.850006,486.5,474.325012,481.325012,7718500
2/11/2016,481.424988,482.975006,457.75,462.274994,7824326
2/12/2016,466.950012,466.950012,444.049988,453.274994,13403870
2/15/2016,459,475.674988,459,473.375,8815778
2/16/2016,475.549988,479,463.5,465.274994,5954526
2/17/2016,467.549988,478.725006,458.200012,476.299988,7059664
2/18/2016,481.475006,484.350006,468,470.049988,6598322
2/19/2016,470,476.375,468.674988,472.174988,4679328
2/22/2016,472.049988,484.149994,472.049988,481.149994,5838396
2/23/2016,481.549988,483.600006,471.375,474.825012,8681492
2/24/2016,472.450012,479.274994,471,476.325012,6942622
2/25/2016,477.100006,478.274994,470.424988,472.049988,11350050
2/26/2016,476.5,479.375,472.149994,475.174988,3817066
2/29/2016,475.649994,497.299988,467.5,483.325012,14186948
3/1/2016,482.350006,492.524994,482.325012,490.649994,7521846
3/2/2016,496.450012,502.875,493.625,500.75,9191772
3/3/2016,505,509,498.75,506.424988,7260012
3/4/2016,507,507.5,501.75,503.200012,4108856
3/8/2016,503.75,515.450012,503.75,513.5,6045108
3/9/2016,510,521.950012,509.299988,520.849976,5419662
3/10/2016,521.025024,522.950012,504.5,505.875,9466248
3/11/2016,507.450012,514.775024,505.299988,507.25,7003352
3/14/2016,509.549988,513.200012,506.475006,509.875,5431180
3/15/2016,512,513.924988,507.549988,510.25,4794664
3/16/2016,510.5,512.900024,502.725006,510.875,5058148
3/17/2016,513.5,518.450012,506,508,7695480
3/18/2016,509.125,515.075012,507.850006,513.599976,6414492
3/21/2016,513.974976,520.75,511.375,518.650024,5809704
3/22/2016,518.5,526.125,517.825012,523.924988,7009934
3/23/2016,523.450012,523.450012,511.200012,514.599976,7683308
3/28/2016,515,515.849976,507.825012,510.200012,8261106
3/29/2016,511.899994,521,510.100006,518.125,7255802
3/30/2016,521.349976,525.875,521.349976,523.525024,6607560
3/31/2016,520.5,528,516.349976,522.599976,14095970
4/1/2016,519.549988,523.150024,512.5,517.224976,5660230
4/4/2016,520,521.099976,512.650024,517.525024,3946520
4/5/2016,515.674988,521.200012,511.100006,513.474976,4690296
4/6/2016,516.049988,518.349976,511.299988,516.875,3195950
4/7/2016,517.450012,524,511.049988,518.625,4018110
4/8/2016,517.950012,527.224976,515.599976,518.174988,6131402
4/11/2016,518.5,522.75,516.5,520.150024,4712636
4/12/2016,520.150024,528.724976,519.025024,523.700012,5104198
4/13/2016,526.275024,534.950012,526.275024,533.025024,7332282
4/18/2016,532.900024,533.400024,527.700012,532.375,8716204
4/20/2016,534.599976,534.599976,517.900024,518.650024,9914994
4/21/2016,520.700012,526,517.5,520.575012,5202872
4/22/2016,519.5,523.75,514.650024,519.474976,5351172
4/25/2016,522.224976,522.224976,506.149994,508.450012,27959172
4/26/2016,507.700012,511.950012,503.75,508.475006,12082558
4/27/2016,508.950012,512.974976,508,509.700012,6630120
4/28/2016,507,509.600006,495.475006,498.350006,28321014
4/29/2016,496.725006,499.274994,489.424988,491.350006,10734120
5/2/2016,489.5,496.200012,489,493.475006,4855506
5/3/2016,494,497.475006,486.375,487.899994,8033248
5/4/2016,487.024994,491.850006,486.5,489.049988,6192906
5/5/2016,490,491.725006,485.450012,487.625,9904822
5/6/2016,486.5,488.399994,483.5,484.475006,6742440
5/9/2016,487.5,493,486.399994,491.549988,7016176
5/10/2016,491.549988,492.350006,489,491.274994,3313680
5/11/2016,485.899994,490.375,485,487.700012,5641398
5/12/2016,488,497.100006,487.524994,496.399994,5845428
5/13/2016,494.475006,495.274994,487.5,489.075012,6696706
5/16/2016,488.5,491.25,485.549988,487.975006,4264144
5/17/2016,490.125,491.549988,483.174988,484.575012,5558046
5/18/2016,482.950012,486.25,482.049988,485.274994,3761948
5/19/2016,485.850006,485.950012,472.799988,475.600006,4176116
5/20/2016,476,477.25,465.674988,467.100006,8477976
5/23/2016,468.674988,470.350006,462.825012,465,8396196
5/24/2016,464.024994,472,464.024994,470.225006,5615474
5/25/2016,474.924988,476.399994,470.575012,475.600006,4224270
5/26/2016,475,476.200012,472.049988,473.424988,6487202
5/27/2016,474.524994,488.450012,474.375,487.350006,6126758
5/30/2016,488.200012,490.75,482.5,484.350006,4404182
5/31/2016,484.5,486.5,478.25,478.924988,10666938
6/1/2016,478.975006,483.049988,475.899994,476.799988,4134068
6/2/2016,477.25,478.575012,472.549988,478.125,4687704
6/3/2016,480,481.450012,477.924988,479.825012,3951424
6/6/2016,480.5,481.5,476.274994,477.399994,3964932
6/7/2016,478.625,480.475006,475.799988,477.524994,8665254
6/8/2016,479,479,474.575012,477.049988,5547950
6/9/2016,480,488.225006,478.100006,485.575012,7151680
6/10/2016,487,492.200012,484.149994,488.350006,7459474
6/13/2016,484.950012,491.725006,481.524994,490.549988,4669712
6/14/2016,490.475006,492.700012,484.649994,488.125,4994016
6/15/2016,490,493.25,486.875,492.299988,5087842
6/16/2016,490.5,491.825012,483.524994,488.149994,4284658
6/17/2016,488.5,489.325012,485.049988,487.450012,4816192
6/20/2016,486.075012,496.299988,484,495.100006,4918474
6/21/2016,497.049988,497.075012,489.850006,493.549988,6369730
6/22/2016,492.5,492.950012,488.549988,490.25,5846568
6/23/2016,489.975006,491,485,490.225006,4497386
6/24/2016,482.450012,482.450012,466.700012,475.725006,11422346
6/27/2016,470.25,479.200012,470.25,477.825012,4189198
6/28/2016,478.200012,480.774994,477.5,478.899994,3476740
6/29/2016,481,484.475006,480,483.450012,3439714
6/30/2016,486,488.75,483.524994,484.575012,5832658
7/1/2016,486.375,488.399994,485,486.725006,3021958
7/4/2016,487.75,496.799988,487.75,493.350006,3567500
7/5/2016,493.049988,501.450012,490.149994,496.549988,5193356
7/7/2016,496.25,500.25,493.075012,493.950012,5499296
7/8/2016,493.5,494.5,488.174988,489.200012,3264450
7/11/2016,495.5,497.475006,492.75,496.25,3779212
7/12/2016,497.625,502.5,495.5,501.700012,4465370
7/13/2016,502.600006,508.350006,502.075012,504.375,6818772
7/14/2016,504.049988,507.049988,499.125,502.450012,4918366
7/15/2016,504.5,510.5,501.75,506.100006,6397124
7/18/2016,514,519.375,500.875,503.125,14678172
7/19/2016,503,511.475006,497.649994,508.899994,7611500
7/20/2016,509.975006,514.150024,508.274994,511.5,5607290
7/21/2016,512,512.5,502.5,503.174988,3068088
7/22/2016,503,508.899994,502.549988,507.424988,3154228
7/25/2016,507,511.875,503.674988,511.375,3767768
7/26/2016,511.5,517.400024,507.600006,512.025024,4807744
7/27/2016,511.524994,513,504.475006,506.549988,5042896
7/28/2016,507.475006,515.25,506.524994,513.174988,7136750
7/29/2016,512,512.450012,506,507.450012,4402328
8/1/2016,509,510.149994,502.524994,504.75,3647388
8/2/2016,504,510,503.149994,506.399994,3524816
8/3/2016,507.200012,507.200012,495.75,496.975006,5427608
8/4/2016,499.5,500,491.700012,496.5,4657432
8/5/2016,499,509.5,498.524994,508.125,5535828
8/8/2016,509.950012,517,509.325012,514.625,6197506
8/9/2016,513.5,517.25,510.5,515.349976,6076092
8/10/2016,515.625,517.275024,501,501.825012,6158926
8/11/2016,500.975006,511.424988,499.799988,507.049988,6477798
8/12/2016,508.5,521.450012,508.5,517.900024,7481722
8/16/2016,518.125,522.400024,507.75,512.450012,6111206
8/17/2016,512.049988,514.400024,503.600006,506.649994,7079940
8/18/2016,508,511.825012,508,509.024994,3542898
8/19/2016,509,511,503.549988,507.450012,3738616
8/22/2016,506,509.850006,503.600006,505.924988,3055808
8/23/2016,506,507.5,502.5,505.225006,3346656
8/24/2016,505.850006,510.975006,505.5,510.25,3986306
8/25/2016,510.600006,514.5,504.5,506.350006,6839550
8/26/2016,508.950012,515.400024,507.299988,513.950012,4406930
8/29/2016,513.625,529.875,513.049988,528.724976,7402990
8/30/2016,531,534.25,526.5,533.200012,8307044
8/31/2016,532.450012,537,523.5,530,10649920
9/1/2016,526.5,536.375,512.849976,514.599976,19484908
9/2/2016,515.549988,516.275024,501.149994,506.674988,12857628
9/6/2016,509.950012,512.5,507.5,509.950012,5262182
9/7/2016,511,513.525024,506.524994,508.825012,5909990
9/8/2016,511.524994,517.974976,510.100006,516.700012,5580392
9/9/2016,517.5,524.950012,515,522.275024,6980882
9/12/2016,515.200012,528,514.575012,523.25,15399600
9/14/2016,524,529.5,520.450012,522.375,8505508
9/15/2016,523.5,535.099976,523.5,532.5,14341770
9/16/2016,533.5,546.924988,529.549988,537.775024,17977852
9/19/2016,536.275024,544,535.5,541.200012,7624648
9/20/2016,542,542.375,534.525024,537.099976,5271708
9/21/2016,537,542.450012,534.5,536.125,5002952
9/22/2016,541.5,547.900024,539.5,544.474976,8577088
9/23/2016,544.5,554.724976,544.5,551.400024,14211450
9/26/2016,551.700012,564.775024,550.125,553.599976,17469886
9/27/2016,558.5,562.974976,553.299988,555.25,8857386
9/28/2016,553.950012,554,543.150024,545.325012,11346976
9/29/2016,547.5,555.375,533.700012,536.224976,9719492
9/30/2016,534,547.275024,533.150024,541.849976,5120210
10/3/2016,543.5,553.974976,538.125,545.349976,8286218
10/4/2016,546.525024,554.150024,546,548.174988,5995088
10/5/2016,552,553.25,542.900024,544.700012,4932794
10/6/2016,546,563.125,546,555.400024,9651260
10/7/2016,557,561.525024,553.25,554.5,6985676
10/10/2016,557,561,547,548.174988,5281946
10/13/2016,544.5,544.525024,526,528.575012,10029334
10/14/2016,531.5,541,530.825012,538.825012,6978946
10/17/2016,540,540.400024,529.375,530.325012,4492474
10/18/2016,533,541.375,531.025024,540.549988,5062266
10/19/2016,542.224976,547.349976,540.700012,543.674988,7805312
10/20/2016,546.974976,549,542.025024,543.775024,4629042
10/21/2016,548.5,548.5,529.200012,532.099976,19936484
10/24/2016,535,537,530.325012,531.650024,4806198
10/25/2016,532.5,532.625,527.099976,530.424988,3501422
10/26/2016,528.025024,529.724976,526.049988,527.025024,5004110
10/27/2016,525.549988,526.950012,521.700012,524.349976,5871148
10/28/2016,525,529,521.900024,527.474976,3715834
11/1/2016,525.650024,527.974976,523.700012,525.5,4674022
11/2/2016,520.5,521.424988,510.5,511.875,3218450
11/3/2016,511.924988,517.375,510.299988,511.975006,3342742
11/4/2016,510.125,513.450012,500,502.774994,5273822
11/7/2016,507,508.274994,499.524994,500.575012,4345842
11/8/2016,502.850006,502.850006,499.149994,501.75,6140692
11/9/2016,475,504.5,465,502.299988,9893146
11/10/2016,509.299988,514.474976,503.5,505.200012,4463814
11/11/2016,498.924988,508.75,497.549988,500.875,6754784
11/15/2016,498.25,500,489.774994,492.700012,6623184
11/16/2016,497.5,498.399994,490.350006,493.274994,7566452
11/17/2016,493,499.075012,487.200012,488.875,5773270
11/18/2016,492.5,496.350006,491,493.75,8303856
11/21/2016,493.774994,496.774994,491.600006,495.75,6049424
11/22/2016,498.850006,503.899994,496.649994,500.725006,8067320
11/23/2016,502.5,505.25,499.774994,504.5,5992496
11/24/2016,502.774994,502.774994,491.100006,493.674988,8646750
11/25/2016,495,497.950012,492.174988,496.850006,4779658
11/28/2016,496.5,500.299988,492.049988,493.325012,3800322
11/29/2016,494.5,502.149994,494.024994,498.850006,4519218
11/30/2016,499.975006,499.975006,493.325012,495.024994,12616008
12/1/2016,500,507.5,497.5,498.875,5773026
12/2/2016,497.950012,502.5,495.899994,497.375,5706090
12/5/2016,497.5,499.850006,493.25,496.924988,1822820
12/6/2016,498,503.274994,497.299988,502.600006,3075070
12/7/2016,502,503.799988,498.174988,499.575012,2254226
12/8/2016,502.524994,510.899994,502.174988,510.024994,4000460
12/9/2016,511,515.924988,510.149994,514.474976,3766666
12/12/2016,510.25,520.849976,510.25,513.599976,4125400
12/13/2016,514,520.5,513.775024,519.900024,4738906
12/14/2016,519.900024,532.224976,519.099976,529.75,11035658
12/15/2016,526.200012,533.799988,524.325012,526.474976,8837934
12/16/2016,526,531,526,528.575012,6831074
12/19/2016,527.5,533.474976,527.174988,531.275024,6861900
12/20/2016,527.349976,530.5,526.575012,528.950012,5343438
12/21/2016,530.049988,533.650024,528.599976,531.625,9311516
12/22/2016,529,531.325012,525.474976,526.674988,13208832
12/23/2016,526,534.474976,526,528.650024,4692828
12/26/2016,527.174988,533,522.325012,523.724976,7004598
12/27/2016,523.924988,533.549988,523.5,532.349976,7974284
12/28/2016,533.950012,534.775024,523.549988,524.849976,4405854
12/29/2016,525,534.400024,524.75,532.724976,4010412
12/30/2016,532.400024,542.5,531.549988,541.200012,7182986
1/2/2017,542,545,536.174988,542.549988,3244916
1/3/2017,544.924988,548.5,540.549988,544.700012,2941502
1/4/2017,546.450012,546.5,532.150024,533.575012,4751094
1/5/2017,535.5,539.950012,534.375,538.700012,3992966
1/6/2017,537.099976,542.5,536.549988,537.474976,3586854
1/9/2017,538.5,543,535.5,538.849976,2390514
1/10/2017,540,547.200012,540,544.924988,5188800
1/11/2017,547.5,547.849976,542,543.025024,5246422
1/12/2017,543.5,545.174988,539.900024,541.650024,1998728
1/13/2017,542.275024,548.75,542.275024,545.200012,3307338
1/16/2017,544.974976,546.974976,536.974976,538.125,5492010
1/17/2017,532.5,534,519.25,520.625,17936580
1/18/2017,521.299988,524,514.375,516.275024,7254142
1/19/2017,517.575012,522.650024,515.5,516.849976,6987456
1/20/2017,516.974976,518.724976,511.950012,512.900024,4016164
1/23/2017,510.899994,515.5,506.399994,507.950012,6267066
1/24/2017,508.5,514.400024,508.5,513.650024,4306182
1/25/2017,516,516.349976,508.075012,508.649994,10906460
